'Elapsed time','ECG'
'0:52.340',8.408
'0:52.344',8.504
'0:52.348',8.324
'0:52.352',8.188
'0:52.356',8.360
'0:52.360',8.516
'0:52.364',8.396
'0:52.368',8.192
'0:52.372',8.332
'0:52.376',8.528
'0:52.380',8.432
'0:52.384',8.208
'0:52.388',8.292
'0:52.392',8.516
'0:52.396',8.448
'0:52.400',8.236
'0:52.404',8.268
'0:52.408',8.488
'0:52.412',8.476
'0:52.416',8.248
'0:52.420',8.232
'0:52.424',8.456
'0:52.428',8.508
'0:52.432',8.316
'0:52.436',8.220
'0:52.440',8.400
'0:52.444',8.524
'0:52.448',8.324
'0:52.452',8.172
'0:52.456',8.356
'0:52.460',8.504
'0:52.464',8.372
'0:52.468',8.168
'0:52.472',8.316
'0:52.476',8.504
'0:52.480',8.404
'0:52.484',8.192
'0:52.488',8.276
'0:52.492',8.512
'0:52.496',8.456
'0:52.500',8.228
'0:52.504',8.256
'0:52.508',8.452
'0:52.512',8.476
'0:52.516',8.220
'0:52.520',8.204
'0:52.524',8.452
'0:52.528',8.520
'0:52.532',8.304
'0:52.536',8.200
'0:52.540',8.404
'0:52.544',8.496
'0:52.548',8.312
'0:52.552',8.184
'0:52.556',8.344
'0:52.560',8.512
'0:52.564',8.372
'0:52.568',8.160
'0:52.572',8.296
'0:52.576',8.512
'0:52.580',8.380
'0:52.584',8.172
'0:52.588',8.288
'0:52.592',8.484
'0:52.596',8.464
'0:52.600',8.192
'0:52.604',8.240
'0:52.608',8.472
'0:52.612',8.436
'0:52.616',8.204
'0:52.620',8.228
'0:52.624',8.436
'0:52.628',8.480
'0:52.632',8.280
'0:52.636',8.196
'0:52.640',8.404
'0:52.644',8.496
'0:52.648',8.352
'0:52.652',8.240
'0:52.656',8.420
'0:52.660',8.604
'0:52.664',8.428
'0:52.668',8.296
'0:52.672',8.428
'0:52.676',8.652
'0:52.680',8.520
'0:52.684',8.312
'0:52.688',8.404
'0:52.692',8.652
'0:52.696',8.576
'0:52.700',8.356
'0:52.704',8.404
'0:52.708',8.584
'0:52.712',8.576
'0:52.716',8.364
'0:52.720',8.368
'0:52.724',8.580
'0:52.728',8.584
'0:52.732',8.344
'0:52.736',8.276
'0:52.740',8.424
'0:52.744',8.484
'0:52.748',8.300
'0:52.752',8.148
'0:52.756',8.328
'0:52.760',8.456
'0:52.764',8.336
'0:52.768',8.132
'0:52.772',8.292
'0:52.776',8.484
'0:52.780',8.344
'0:52.784',8.140
'0:52.788',8.232
'0:52.792',8.428
'0:52.796',8.368
'0:52.800',8.152
'0:52.804',8.180
'0:52.808',8.436
'0:52.812',8.420
'0:52.816',8.204
'0:52.820',8.168
'0:52.824',8.292
'0:52.828',8.256
'0:52.832',8.088
'0:52.836',8.108
'0:52.840',8.540
'0:52.844',9.072
'0:52.848',9.440
'0:52.852',9.820
'0:52.856',10.216
'0:52.860',9.908
'0:52.864',9.092
'0:52.868',8.680
'0:52.872',8.756
'0:52.876',8.864
'0:52.880',8.668
'0:52.884',8.348
'0:52.888',8.368
'0:52.892',8.536
'0:52.896',8.476
'0:52.900',8.216
'0:52.904',8.292
'0:52.908',8.512
'0:52.912',8.488
'0:52.916',8.252
'0:52.920',8.204
'0:52.924',8.388
'0:52.928',8.456
'0:52.932',8.256
'0:52.936',8.156
'0:52.940',8.364
'0:52.944',8.456
'0:52.948',8.316
'0:52.952',8.148
'0:52.956',8.340
'0:52.960',8.488
'0:52.964',8.352
'0:52.968',8.156
'0:52.972',8.264
'0:52.976',8.472
'0:52.980',8.388
'0:52.984',8.180
'0:52.988',8.292
'0:52.992',8.472
'0:52.996',8.404
'0:53.000',8.196
'0:53.004',8.232
'0:53.008',8.412
'0:53.012',8.464
'0:53.016',8.232
'0:53.020',8.200
'0:53.024',8.432
'0:53.028',8.468
'0:53.032',8.296
'0:53.036',8.188
'0:53.040',8.380
'0:53.044',8.496
'0:53.048',8.324
'0:53.052',8.212
'0:53.056',8.360
'0:53.060',8.548
'0:53.064',8.368
'0:53.068',8.212
'0:53.072',8.356
'0:53.076',8.520
'0:53.080',8.452
'0:53.084',8.248
'0:53.088',8.348
'0:53.092',8.588
'0:53.096',8.556
'0:53.100',8.312
'0:53.104',8.364
'0:53.108',8.580
'0:53.112',8.616
'0:53.116',8.436
'0:53.120',8.412
'0:53.124',8.652
'0:53.128',8.728
'0:53.132',8.548
'0:53.136',8.452
'0:53.140',8.672
'0:53.144',8.772
'0:53.148',8.624
'0:53.152',8.500
'0:53.156',8.708
'0:53.160',8.864
'0:53.164',8.704
'0:53.168',8.488
'0:53.172',8.620
'0:53.176',8.788
'0:53.180',8.664
'0:53.184',8.420
'0:53.188',8.472
'0:53.192',8.644
'0:53.196',8.588
'0:53.200',8.352
'0:53.204',8.348
'0:53.208',8.544
'0:53.212',8.524
'0:53.216',8.292
'0:53.220',8.248
'0:53.224',8.444
'0:53.228',8.468
'0:53.232',8.296
'0:53.236',8.184
'0:53.240',8.356
'0:53.244',8.500
'0:53.248',8.288
'0:53.252',8.148
'0:53.256',8.332
'0:53.260',8.504
'0:53.264',8.352
'0:53.268',8.140
'0:53.272',8.268
'0:53.276',8.464
'0:53.280',8.360
'0:53.284',8.180
'0:53.288',8.244
'0:53.292',8.472
'0:53.296',8.428
'0:53.300',8.188
'0:53.304',8.200
'0:53.308',8.436
'0:53.312',8.440
'0:53.316',8.248
'0:53.320',8.184
'0:53.324',8.408
'0:53.328',8.484
'0:53.332',8.272
'0:53.336',8.188
'0:53.340',8.372
'0:53.344',8.476
'0:53.348',8.304
'0:53.352',8.168
'0:53.356',8.356
'0:53.360',8.532
'0:53.364',8.352
'0:53.368',8.184
'0:53.372',8.304
'0:53.376',8.472
'0:53.380',8.380
'0:53.384',8.200
'0:53.388',8.284
'0:53.392',8.496
'0:53.396',8.444
'0:53.400',8.208
'0:53.404',8.220
'0:53.408',8.448
'0:53.412',8.456
'0:53.416',8.228
'0:53.420',8.184
'0:53.424',8.380
'0:53.428',8.472
'0:53.432',8.268
'0:53.436',8.192
'0:53.440',8.388
'0:53.444',8.484
'0:53.448',8.296
'0:53.452',8.160
'0:53.456',8.352
'0:53.460',8.496
'0:53.464',8.356
'0:53.468',8.176
'0:53.472',8.292
'0:53.476',8.468
'0:53.480',8.384
'0:53.484',8.156
'0:53.488',8.244
'0:53.492',8.468
'0:53.496',8.420
'0:53.500',8.196
'0:53.504',8.220
'0:53.508',8.436
'0:53.512',8.412
'0:53.516',8.204
'0:53.520',8.180
'0:53.524',8.392
'0:53.528',8.416
'0:53.532',8.260
'0:53.536',8.180
'0:53.540',8.372
'0:53.544',8.448
'0:53.548',8.280
'0:53.552',8.144
'0:53.556',8.312
'0:53.560',8.468
'0:53.564',8.328
'0:53.568',8.176
'0:53.572',8.260
'0:53.576',8.476
'0:53.580',8.364
'0:53.584',8.152
'0:53.588',8.248
'0:53.592',8.436
'0:53.596',8.400
'0:53.600',8.208
'0:53.604',8.220
'0:53.608',8.412
'0:53.612',8.408
'0:53.616',8.216
'0:53.620',8.168
'0:53.624',8.356
'0:53.628',8.440
'0:53.632',8.244
'0:53.636',8.148
'0:53.640',8.340
'0:53.644',8.440
'0:53.648',8.268
'0:53.652',8.152
'0:53.656',8.308
'0:53.660',8.496
'0:53.664',8.372
'0:53.668',8.236
'0:53.672',8.380
'0:53.676',8.548
'0:53.680',8.464
'0:53.684',8.264
'0:53.688',8.348
'0:53.692',8.540
'0:53.696',8.516
'0:53.700',8.336
'0:53.704',8.376
'0:53.708',8.600
'0:53.712',8.604
'0:53.716',8.376
'0:53.720',8.272
'0:53.724',8.476
'0:53.728',8.516
'0:53.732',8.380
'0:53.736',8.288
'0:53.740',8.424
'0:53.744',8.528
'0:53.748',8.332
'0:53.752',8.164
'0:53.756',8.312
'0:53.760',8.408
'0:53.764',8.268
'0:53.768',8.104
'0:53.772',8.228
'0:53.776',8.420
'0:53.780',8.296
'0:53.784',8.140
'0:53.788',8.196
'0:53.792',8.400
'0:53.796',8.344
'0:53.800',8.112
'0:53.804',8.164
'0:53.808',8.360
'0:53.812',8.336
'0:53.816',8.128
'0:53.820',8.132
'0:53.824',8.324
'0:53.828',8.376
'0:53.832',8.188
'0:53.836',8.004
'0:53.840',8.116
'0:53.844',8.244
'0:53.848',8.220
'0:53.852',8.368
'0:53.856',8.964
'0:53.860',9.676
'0:53.864',10.060
'0:53.868',9.936
'0:53.872',9.464
'0:53.876',9.064
'0:53.880',8.784
'0:53.884',8.600
'0:53.888',8.624
'0:53.892',8.716
'0:53.896',8.544
'0:53.900',8.244
'0:53.904',8.248
'0:53.908',8.496
'0:53.912',8.468
'0:53.916',8.236
'0:53.920',8.144
'0:53.924',8.328
'0:53.928',8.356
'0:53.932',8.180
'0:53.936',8.116
'0:53.940',8.304
'0:53.944',8.448
'0:53.948',8.284
'0:53.952',8.108
'0:53.956',8.268
'0:53.960',8.432
'0:53.964',8.304
'0:53.968',8.148
'0:53.972',8.232
'0:53.976',8.404
'0:53.980',8.308
'0:53.984',8.192
'0:53.988',8.232
'0:53.992',8.436
'0:53.996',8.376
'0:54.000',8.176
'0:54.004',8.156
'0:54.008',8.376
'0:54.012',8.364
'0:54.016',8.148
'0:54.020',8.160
'0:54.024',8.372
'0:54.028',8.432
'0:54.032',8.216
'0:54.036',8.184
'0:54.040',8.320
'0:54.044',8.360
'0:54.048',8.256
'0:54.052',8.164
'0:54.056',8.356
'0:54.060',8.432
'0:54.064',8.264
'0:54.068',8.160
'0:54.072',8.316
'0:54.076',8.500
'0:54.080',8.336
'0:54.084',8.220
'0:54.088',8.304
'0:54.092',8.476
'0:54.096',8.388
'0:54.100',8.212
'0:54.104',8.248
'0:54.108',8.440
'0:54.112',8.472
'0:54.116',8.348
'0:54.120',8.372
'0:54.124',8.580
'0:54.128',8.632
'0:54.132',8.452
'0:54.136',8.372
'0:54.140',8.548
'0:54.144',8.652
'0:54.148',8.528
'0:54.152',8.440
'0:54.156',8.604
'0:54.160',8.748
'0:54.164',8.656
'0:54.168',8.520
'0:54.172',8.592
'0:54.176',8.680
'0:54.180',8.620
'0:54.184',8.464
'0:54.188',8.544
'0:54.192',8.704
'0:54.196',8.608
'0:54.200',8.392
'0:54.204',8.344
'0:54.208',8.520
'0:54.212',8.460
'0:54.216',8.188
'0:54.220',8.212
'0:54.224',8.400
'0:54.228',8.420
'0:54.232',8.240
'0:54.236',8.148
'0:54.240',8.328
'0:54.244',8.396
'0:54.248',8.236
'0:54.252',8.116
'0:54.256',8.320
'0:54.260',8.488
'0:54.264',8.304
'0:54.268',8.084
'0:54.272',8.264
'0:54.276',8.412
'0:54.280',8.240
'0:54.284',8.072
'0:54.288',8.192
'0:54.292',8.360
'0:54.296',8.340
'0:54.300',8.168
'0:54.304',8.216
'0:54.308',8.376
'0:54.312',8.372
'0:54.316',8.124
'0:54.320',8.148
'0:54.324',8.296
'0:54.328',8.368
'0:54.332',8.196
'0:54.336',8.152
'0:54.340',8.316
'0:54.344',8.400
'0:54.348',8.284
'0:54.352',8.260
'0:54.356',8.344
'0:54.360',8.488
'0:54.364',8.292
'0:54.368',8.152
'0:54.372',8.296
'0:54.376',8.412
'0:54.380',8.256
'0:54.384',8.044
'0:54.388',8.092
'0:54.392',8.404
'0:54.396',8.432
'0:54.400',8.140
'0:54.404',8.248
'0:54.408',8.448
'0:54.412',8.432
'0:54.416',8.228
'0:54.420',8.148
'0:54.424',8.352
'0:54.428',8.460
'0:54.432',8.220
'0:54.436',8.192
'0:54.440',8.360
'0:54.444',8.448
'0:54.448',8.316
'0:54.452',8.168
'0:54.456',8.292
'0:54.460',8.372
'0:54.464',8.224
'0:54.468',8.156
'0:54.472',8.268
'0:54.476',8.452
'0:54.480',8.324
'0:54.484',8.144
'0:54.488',8.300
'0:54.492',8.492
'0:54.496',8.356
'0:54.500',8.180
'0:54.504',8.148
'0:54.508',8.404
'0:54.512',8.432
'0:54.516',8.236
'0:54.520',8.108
'0:54.524',8.328
'0:54.528',8.380
'0:54.532',8.228
'0:54.536',8.216
'0:54.540',8.296
'0:54.544',8.420
'0:54.548',8.328
'0:54.552',8.176
'0:54.556',8.304
'0:54.560',8.520
'0:54.564',8.344
'0:54.568',8.144
'0:54.572',8.220
'0:54.576',8.436
'0:54.580',8.300
'0:54.584',8.176
'0:54.588',8.248
'0:54.592',8.404
'0:54.596',8.396
'0:54.600',8.152
'0:54.604',8.044
'0:54.608',8.384
'0:54.612',8.436
'0:54.616',8.220
'0:54.620',8.116
'0:54.624',8.264
'0:54.628',8.356
'0:54.632',8.232
'0:54.636',8.264
'0:54.640',8.372
'0:54.644',8.444
'0:54.648',8.292
'0:54.652',8.232
'0:54.656',8.404
'0:54.660',8.600
'0:54.664',8.472
'0:54.668',8.244
'0:54.672',8.376
'0:54.676',8.564
'0:54.680',8.448
'0:54.684',8.316
'0:54.688',8.376
'0:54.692',8.608
'0:54.696',8.524
'0:54.700',8.344
'0:54.704',8.388
'0:54.708',8.600
'0:54.712',8.572
'0:54.716',8.400
'0:54.720',8.328
'0:54.724',8.412
'0:54.728',8.512
'0:54.732',8.240
'0:54.736',8.184
'0:54.740',8.364
'0:54.744',8.456
'0:54.748',8.272
'0:54.752',8.236
'0:54.756',8.480
'0:54.760',8.600
'0:54.764',8.328
'0:54.768',8.188
'0:54.772',8.304
'0:54.776',8.560
'0:54.780',8.452
'0:54.784',8.180
'0:54.788',8.376
'0:54.792',8.516
'0:54.796',8.396
'0:54.800',8.204
'0:54.804',8.276
'0:54.808',8.472
'0:54.812',8.372
'0:54.816',8.108
'0:54.820',8.048
'0:54.824',8.300
'0:54.828',8.312
'0:54.832',8.388
'0:54.836',8.728
'0:54.840',9.352
'0:54.844',10.108
'0:54.848',10.348
'0:54.852',9.700
'0:54.856',9.132
'0:54.860',9.044
'0:54.864',8.856
'0:54.868',8.584
'0:54.872',8.620
'0:54.876',8.760
'0:54.880',8.584
'0:54.884',8.292
'0:54.888',8.392
'0:54.892',8.492
'0:54.896',8.432
'0:54.900',8.296
'0:54.904',8.296
'0:54.908',8.472
'0:54.912',8.460
'0:54.916',8.244
'0:54.920',8.268
'0:54.924',8.376
'0:54.928',8.364
'0:54.932',8.272
'0:54.936',8.256
'0:54.940',8.380
'0:54.944',8.452
'0:54.948',8.324
'0:54.952',8.192
'0:54.956',8.316
'0:54.960',8.440
'0:54.964',8.368
'0:54.968',8.164
'0:54.972',8.224
'0:54.976',8.524
'0:54.980',8.396
'0:54.984',8.192
'0:54.988',8.264
'0:54.992',8.448
'0:54.996',8.404
'0:55.000',8.140
'0:55.004',8.228
'0:55.008',8.416
'0:55.012',8.416
'0:55.016',8.184
'0:55.020',8.156
'0:55.024',8.372
'0:55.028',8.388
'0:55.032',8.308
'0:55.036',8.260
'0:55.040',8.388
'0:55.044',8.468
'0:55.048',8.316
'0:55.052',8.212
'0:55.056',8.340
'0:55.060',8.484
'0:55.064',8.376
'0:55.068',8.212
'0:55.072',8.368
'0:55.076',8.552
'0:55.080',8.432
'0:55.084',8.248
'0:55.088',8.356
'0:55.092',8.584
'0:55.096',8.572
'0:55.100',8.356
'0:55.104',8.412
'0:55.108',8.612
'0:55.112',8.620
'0:55.116',8.444
'0:55.120',8.476
'0:55.124',8.656
'0:55.128',8.728
'0:55.132',8.552
'0:55.136',8.512
'0:55.140',8.688
'0:55.144',8.832
'0:55.148',8.628
'0:55.152',8.532
'0:55.156',8.696
'0:55.160',8.800
'0:55.164',8.632
'0:55.168',8.460
'0:55.172',8.600
'0:55.176',8.708
'0:55.180',8.480
'0:55.184',8.308
'0:55.188',8.364
'0:55.192',8.596
'0:55.196',8.468
'0:55.200',8.256
'0:55.204',8.252
'0:55.208',8.412
'0:55.212',8.428
'0:55.216',8.216
'0:55.220',8.156
'0:55.224',8.408
'0:55.228',8.416
'0:55.232',8.168
'0:55.236',8.136
'0:55.240',8.348
'0:55.244',8.456
'0:55.248',8.208
'0:55.252',8.120
'0:55.256',8.296
'0:55.260',8.424
'0:55.264',8.276
'0:55.268',8.100
'0:55.272',8.260
'0:55.276',8.444
'0:55.280',8.284
'0:55.284',8.104
'0:55.288',8.228
'0:55.292',8.432
'0:55.296',8.344
'0:55.300',8.160
'0:55.304',8.172
'0:55.308',8.344
'0:55.312',8.328
'0:55.316',8.180
'0:55.320',8.164
'0:55.324',8.336
'0:55.328',8.380
'0:55.332',8.228
'0:55.336',8.120
'0:55.340',8.296
'0:55.344',8.436
'0:55.348',8.220
'0:55.352',8.112
'0:55.356',8.312
'0:55.360',8.472
'0:55.364',8.296
'0:55.368',8.172
'0:55.372',8.244
'0:55.376',8.428
'0:55.380',8.344
'0:55.384',8.148
'0:55.388',8.264
'0:55.392',8.400
'0:55.396',8.328
'0:55.400',8.088
'0:55.404',8.188
'0:55.408',8.436
'0:55.412',8.456
'0:55.416',8.228
'0:55.420',8.160
'0:55.424',8.416
'0:55.428',8.652
'0:55.432',8.356
'0:55.436',8.060
'0:55.440',8.164
'0:55.444',8.272
'0:55.448',8.168
'0:55.452',8.068
'0:55.456',8.200
'0:55.460',8.332
'0:55.464',8.224
'0:55.468',8.072
'0:55.472',8.232
'0:55.476',8.356
'0:55.480',8.316
'0:55.484',8.120
'0:55.488',8.376
'0:55.492',8.500
'0:55.496',8.368
'0:55.500',8.228
'0:55.504',8.288
'0:55.508',8.284
'0:55.512',8.072
'0:55.516',7.884
'0:55.520',7.940
'0:55.524',8.156
'0:55.528',8.184
'0:55.532',8.052
'0:55.536',8.028
'0:55.540',8.216
'0:55.544',8.348
'0:55.548',8.112
'0:55.552',7.984
'0:55.556',8.192
'0:55.560',8.296
'0:55.564',8.144
'0:55.568',8.000
'0:55.572',8.132
'0:55.576',8.356
'0:55.580',8.264
'0:55.584',8.080
'0:55.588',8.160
'0:55.592',8.372
'0:55.596',8.348
'0:55.600',8.132
'0:55.604',8.164
'0:55.608',8.364
'0:55.612',8.364
'0:55.616',8.164
'0:55.620',8.164
'0:55.624',8.360
'0:55.628',8.416
'0:55.632',8.228
'0:55.636',8.148
'0:55.640',8.332
'0:55.644',8.368
'0:55.648',8.208
'0:55.652',8.136
'0:55.656',8.340
'0:55.660',8.424
'0:55.664',8.236
'0:55.668',8.056
'0:55.672',8.164
'0:55.676',8.292
'0:55.680',8.160
'0:55.684',7.984
'0:55.688',8.056
'0:55.692',8.240
'0:55.696',8.164
'0:55.700',7.968
'0:55.704',7.988
'0:55.708',8.208
'0:55.712',8.188
'0:55.716',7.996
'0:55.720',7.952
'0:55.724',8.156
'0:55.728',8.224
'0:55.732',8.032
'0:55.736',7.948
'0:55.740',8.096
'0:55.744',8.244
'0:55.748',8.076
'0:55.752',7.888
'0:55.756',7.984
'0:55.760',8.048
'0:55.764',8.028
'0:55.768',8.012
'0:55.772',8.552
'0:55.776',9.332
'0:55.780',9.868
'0:55.784',10.172
'0:55.788',10.008
'0:55.792',9.364
'0:55.796',8.840
'0:55.800',8.584
'0:55.804',8.532
'0:55.808',8.604
'0:55.812',8.496
'0:55.816',8.180
'0:55.820',8.128
'0:55.824',8.272
'0:55.828',8.288
'0:55.832',8.096
'0:55.836',8.044
'0:55.840',8.168
'0:55.844',8.248
'0:55.848',8.080
'0:55.852',7.924
'0:55.856',8.084
'0:55.860',8.248
'0:55.864',8.108
'0:55.868',7.964
'0:55.872',8.064
'0:55.876',8.248
'0:55.880',8.112
'0:55.884',7.928
'0:55.888',8.032
'0:55.892',8.240
'0:55.896',8.212
'0:55.900',7.940
'0:55.904',7.968
'0:55.908',8.216
'0:55.912',8.220
'0:55.916',8.000
'0:55.920',7.972
'0:55.924',8.172
'0:55.928',8.244
'0:55.932',8.020
'0:55.936',7.952
'0:55.940',8.156
'0:55.944',8.244
'0:55.948',8.092
'0:55.952',7.952
'0:55.956',8.176
'0:55.960',8.268
'0:55.964',8.144
'0:55.968',7.992
'0:55.972',8.104
'0:55.976',8.264
'0:55.980',8.180
'0:55.984',7.984
'0:55.988',8.080
'0:55.992',8.256
'0:55.996',8.216
'0:56.000',8.056
'0:56.004',8.112
'0:56.008',8.264
'0:56.012',8.288
'0:56.016',8.064
'0:56.020',8.060
'0:56.024',8.292
'0:56.028',8.360
'0:56.032',8.172
'0:56.036',8.100
'0:56.040',8.316
'0:56.044',8.456
'0:56.048',8.304
'0:56.052',8.164
'0:56.056',8.384
'0:56.060',8.532
'0:56.064',8.448
'0:56.068',8.248
'0:56.072',8.396
'0:56.076',8.588
'0:56.080',8.524
'0:56.084',8.340
'0:56.088',8.432
'0:56.092',8.628
'0:56.096',8.544
'0:56.100',8.332
'0:56.104',8.340
'0:56.108',8.504
'0:56.112',8.488
'0:56.116',8.212
'0:56.120',8.156
'0:56.124',8.304
'0:56.128',8.328
'0:56.132',8.116
'0:56.136',8.020
'0:56.140',8.176
'0:56.144',8.240
'0:56.148',8.048
'0:56.152',7.932
'0:56.156',8.072
'0:56.160',8.200
'0:56.164',8.036
'0:56.168',7.884
'0:56.172',8.052
'0:56.176',8.196
'0:56.180',8.088
'0:56.184',7.876
'0:56.188',7.960
'0:56.192',8.140
'0:56.196',8.092
'0:56.200',7.916
'0:56.204',7.916
'0:56.208',8.092
'0:56.212',8.128
'0:56.216',7.912
'0:56.220',7.884
'0:56.224',8.072
'0:56.228',8.156
'0:56.232',7.936
'0:56.236',7.872
'0:56.240',8.040
'0:56.244',8.140
'0:56.248',7.988
'0:56.252',7.860
'0:56.256',8.036
'0:56.260',8.144
'0:56.264',8.008
'0:56.268',7.844
'0:56.272',7.992
'0:56.276',8.176
'0:56.280',8.056
'0:56.284',7.852
'0:56.288',7.920
'0:56.292',8.124
'0:56.296',8.072
'0:56.300',7.856
'0:56.304',7.904
'0:56.308',8.116
'0:56.312',8.120
'0:56.316',7.920
'0:56.320',7.908
'0:56.324',8.092
'0:56.328',8.132
'0:56.332',7.956
'0:56.336',7.880
'0:56.340',8.044
'0:56.344',8.140
'0:56.348',7.976
'0:56.352',7.820
'0:56.356',8.008
'0:56.360',8.116
'0:56.364',7.976
'0:56.368',7.816
'0:56.372',7.944
'0:56.376',8.128
'0:56.380',8.040
'0:56.384',7.820
'0:56.388',7.876
'0:56.392',8.092
'0:56.396',8.072
'0:56.400',7.828
'0:56.404',7.856
'0:56.408',8.060
'0:56.412',8.040
'0:56.416',7.888
'0:56.420',7.864
'0:56.424',8.012
'0:56.428',8.068
'0:56.432',7.868
'0:56.436',7.816
'0:56.440',7.956
'0:56.444',8.076
'0:56.448',7.920
'0:56.452',7.800
'0:56.456',7.940
'0:56.460',8.068
'0:56.464',7.912
'0:56.468',7.780
'0:56.472',7.888
'0:56.476',8.048
'0:56.480',7.956
'0:56.484',7.764
'0:56.488',7.844
'0:56.492',8.084
'0:56.496',8.020
'0:56.500',7.784
'0:56.504',7.824
'0:56.508',8.000
'0:56.512',8.032
'0:56.516',7.856
'0:56.520',7.852
'0:56.524',8.032
'0:56.528',8.108
'0:56.532',7.920
'0:56.536',7.848
'0:56.540',8.056
'0:56.544',8.128
'0:56.548',8.024
'0:56.552',7.856
'0:56.556',8.060
'0:56.560',8.188
'0:56.564',8.032
'0:56.568',7.880
'0:56.572',8.000
'0:56.576',8.164
'0:56.580',8.064
'0:56.584',7.876
'0:56.588',7.916
'0:56.592',8.152
'0:56.596',8.116
'0:56.600',7.884
'0:56.604',7.876
'0:56.608',8.020
'0:56.612',7.992
'0:56.616',7.776
'0:56.620',7.760
'0:56.624',7.936
'0:56.628',7.976
'0:56.632',7.768
'0:56.636',7.692
'0:56.640',7.832
'0:56.644',7.956
'0:56.648',7.800
'0:56.652',7.668
'0:56.656',7.828
'0:56.660',7.980
'0:56.664',7.820
'0:56.668',7.680
'0:56.672',7.764
'0:56.676',7.940
'0:56.680',7.876
'0:56.684',7.676
'0:56.688',7.776
'0:56.692',7.904
'0:56.696',7.764
'0:56.700',7.532
'0:56.704',7.632
'0:56.708',8.004
'0:56.712',8.428
'0:56.716',8.868
'0:56.720',9.460
'0:56.724',10.112
'0:56.728',9.960
'0:56.732',9.008
'0:56.736',8.376
'0:56.740',8.432
'0:56.744',8.456
'0:56.748',8.216
'0:56.752',7.956
'0:56.756',8.012
'0:56.760',8.056
'0:56.764',7.936
'0:56.768',7.772
'0:56.772',7.892
'0:56.776',8.012
'0:56.780',7.920
'0:56.784',7.692
'0:56.788',7.772
'0:56.792',7.944
'0:56.796',7.904
'0:56.800',7.708
'0:56.804',7.740
'0:56.808',7.948
'0:56.812',7.956
'0:56.816',7.728
'0:56.820',7.708
'0:56.824',7.888
'0:56.828',7.964
'0:56.832',7.776
'0:56.836',7.684
'0:56.840',7.844
'0:56.844',7.968
'0:56.848',7.780
'0:56.852',7.668
'0:56.856',7.824
'0:56.860',7.968
'0:56.864',7.856
'0:56.868',7.668
'0:56.872',7.744
'0:56.876',7.972
'0:56.880',7.876
'0:56.884',7.676
'0:56.888',7.748
'0:56.892',7.940
'0:56.896',7.916
'0:56.900',7.732
'0:56.904',7.740
'0:56.908',7.928
'0:56.912',7.936
'0:56.916',7.748
'0:56.920',7.728
'0:56.924',7.900
'0:56.928',7.988
'0:56.932',7.800
'0:56.936',7.732
'0:56.940',7.896
'0:56.944',7.992
'0:56.948',7.840
'0:56.952',7.720
'0:56.956',7.892
'0:56.960',8.052
'0:56.964',7.956
'0:56.968',7.804
'0:56.972',7.904
'0:56.976',8.108
'0:56.980',8.032
'0:56.984',7.892
'0:56.988',7.964
'0:56.992',8.168
'0:56.996',8.124
'0:57.000',7.992
'0:57.004',8.008
'0:57.008',8.204
'0:57.012',8.232
'0:57.016',8.076
'0:57.020',8.040
'0:57.024',8.216
'0:57.028',8.304
'0:57.032',8.132
'0:57.036',8.056
'0:57.040',8.196
'0:57.044',8.264
'0:57.048',8.080
'0:57.052',7.904
'0:57.056',8.024
'0:57.060',8.128
'0:57.064',8.000
'0:57.068',7.772
'0:57.072',7.916
'0:57.076',8.072
'0:57.080',7.944
'0:57.084',7.728
'0:57.088',7.776
'0:57.092',7.952
'0:57.096',7.908
'0:57.100',7.704
'0:57.104',7.744
'0:57.108',7.908
'0:57.112',7.912
'0:57.116',7.712
'0:57.120',7.688
'0:57.124',7.856
'0:57.128',7.920
'0:57.132',7.736
'0:57.136',7.660
'0:57.140',7.836
'0:57.144',7.960
'0:57.148',7.792
'0:57.152',7.652
'0:57.156',7.788
'0:57.160',7.916
'0:57.164',7.812
'0:57.168',7.624
'0:57.172',7.768
'0:57.176',7.968
'0:57.180',7.876
'0:57.184',7.688
'0:57.188',7.736
'0:57.192',7.924
'0:57.196',7.904
'0:57.200',7.692
'0:57.204',7.728
'0:57.208',7.932
'0:57.212',7.944
'0:57.216',7.740
'0:57.220',7.692
'0:57.224',7.876
'0:57.228',7.956
'0:57.232',7.780
'0:57.236',7.700
'0:57.240',7.836
'0:57.244',7.924
'0:57.248',7.824
'0:57.252',7.668
'0:57.256',7.804
'0:57.260',7.976
'0:57.264',7.860
'0:57.268',7.676
'0:57.272',7.788
'0:57.276',7.940
'0:57.280',7.888
'0:57.284',7.696
'0:57.288',7.740
'0:57.292',7.924
'0:57.296',7.916
'0:57.300',7.724
'0:57.304',7.736
'0:57.308',7.892
'0:57.312',7.932
'0:57.316',7.780
'0:57.320',7.704
'0:57.324',7.872
'0:57.328',7.936
'0:57.332',7.772
'0:57.336',7.668
'0:57.340',7.856
'0:57.344',7.960
'0:57.348',7.832
'0:57.352',7.668
'0:57.356',7.792
'0:57.360',7.932
'0:57.364',7.824
'0:57.368',7.636
'0:57.372',7.772
'0:57.376',7.908
'0:57.380',7.868
'0:57.384',7.716
'0:57.388',7.748
'0:57.392',7.892
'0:57.396',7.884
'0:57.400',7.708
'0:57.404',7.700
'0:57.408',7.864
'0:57.412',7.936
'0:57.416',7.748
'0:57.420',7.692
